company_id,company_name,city,latitude,longitude,size_category,revenue,gross_margin,operating_expenses,profit,profit_margin,num_projects,leads_count,conversion_rate,founded_year,employees
CONST_2110,Jones Construction,Phoenix,33.35211086403758,-112.02260909349857,Small,7352530.96,0.2246,1322520.61,328949.79,0.0447,8,15,0.2359,2006,27
CONST_2111,Reliable Works Associates,Chicago,41.958467988019336,-87.66798256693612,Small,1295958.85,0.2036,245383.44,18482.52,0.0143,7,32,0.4016,2008,5
CONST_2112,Smith & Associates Building,New York,40.67178650647992,-73.93606921024383,Small,6622046.33,0.1829,1418703.86,-207578.89,-0.0313,9,45,0.1175,1959,20
CONST_2113,Jones Works,Boston,42.33538120127966,-70.98902840520987,Large,259919798.15,0.2277,60816116.68,-1644374.54,-0.0063,9,21,0.0999,1962,789
CONST_2114,United Building Solutions,San Francisco,37.99754413373377,-122.29228493835132,Medium,18750297.24,0.2773,2159418.42,3040962.14,0.1622,5,7,0.2051,1999,54
CONST_2115,Modern Building,Houston,29.666538892252746,-95.53399553479547,Medium,18150974.99,0.1936,3880473.68,-365656.32,-0.0201,6,47,0.2439,2011,53
CONST_2116,Quality Constructors,Miami,25.735845978392874,-80.24486437977711,Medium,29911554.66,0.2346,4436860.46,2581815.83,0.0863,9,29,0.2387,2020,92
CONST_2117,Jones Properties,San Francisco,37.60983947086797,-122.5206422807354,Small,7831670.62,0.2324,1940944.1,-121086.38,-0.0155,6,39,0.1949,1969,24
CONST_2118,ABC Building,Chicago,42.0290973987977,-87.58482173820556,Small,2127033.11,0.1973,429015.35,-9343.96,-0.0044,10,27,0.1668,1967,8
CONST_2119,Reliable Works Group,Miami,25.76186803790941,-80.14871377062393,Small,2473832.11,0.3279,510961.0,300150.82,0.1213,4,10,0.2859,2001,6
CONST_2120,ABC Development,San Francisco,37.69615852171012,-122.39831101000529,Medium,44768701.29,0.2869,5832338.83,7011235.38,0.1566,5,64,0.2493,2015,219
CONST_2121,Strategic Construction Solutions,New York,40.47147166288779,-73.96144290060876,Small,4698985.36,0.3395,639792.88,955490.04,0.2033,4,44,0.2647,2023,12
CONST_2122,ABC Builders,New York,40.750615593560696,-73.99237768376233,Small,2205361.25,0.174,525936.3,-142303.5,-0.0645,4,105,0.1826,1991,8
CONST_2123,Miller Development,Chicago,41.826690866082004,-87.73623307126037,Small,2781852.31,0.2171,610292.68,-6354.37,-0.0023,7,12,0.311,2010,13
CONST_2124,Smith & Associates Building,Chicago,41.94727336699986,-87.62675264125198,Small,9539289.01,0.1874,1552215.3,235481.95,0.0247,9,41,0.2755,2015,35
CONST_2125,Johnson Infrastructure,Chicago,41.891282617548114,-87.65534276529819,Medium,10752409.73,0.2841,1241200.76,1813501.42,0.1687,10,24,0.3713,2012,28
CONST_2126,Jones Building,San Francisco,37.826627438342015,-122.34712524341535,Small,4404326.56,0.2035,758443.63,137776.37,0.0313,4,6,0.1366,1984,15
CONST_2127,ABC Construction,Chicago,41.885192503070286,-87.56402390914553,Small,4165196.53,0.3275,453569.97,910364.18,0.2186,4,30,0.2944,1961,15
CONST_2128,ABC Properties,Dallas,32.84967491091018,-96.99083448851776,Medium,23748887.38,0.3238,3462354.01,4227992.18,0.178,9,40,0.3505,2016,82
CONST_2129,Strategic Works,Boston,42.45623042302746,-71.06436287093958,Medium,16506170.74,0.2396,1682280.54,2272740.12,0.1377,3,85,0.2278,1995,48
CONST_2130,ABC Properties,San Francisco,37.789985343680684,-122.45057042142076,Small,2045244.7,0.1864,279991.89,101285.18,0.0495,5,16,0.2421,2012,9
CONST_2131,Jones Constructors,Houston,29.676161879028584,-95.4095753975791,Small,4136946.12,0.2011,861396.53,-29548.22,-0.0071,14,19,0.2469,2007,10
CONST_2132,Smith & Sons Construction,Seattle,47.69194463881766,-122.26159874287534,Small,6445015.44,0.2719,1399955.51,352402.35,0.0547,12,40,0.2633,2017,16
CONST_2133,QualitySmith & Sons Building,Chicago,41.92846678541556,-87.57407031289787,Large,191378793.78,0.2209,30124565.82,12147003.57,0.0635,7,25,0.2754,2000,549
CONST_2134,StrategicSmith & Associates Properties,Seattle,47.553710930512594,-122.21721193647345,Medium,42511704.43,0.2122,5630822.29,3391395.85,0.0798,4,8,0.2012,2015,161
CONST_2135,Smith & Sons Construction,New York,40.65532470167926,-74.08945405524327,Medium,34297342.36,0.2669,6134313.94,3019556.36,0.088,15,21,0.1446,2009,166
CONST_2136,ABC Construction,Chicago,42.012802636531866,-87.76065491691377,Small,3187914.72,0.2773,566902.64,317040.74,0.0995,11,22,0.1605,1983,9
CONST_2137,Smith & Sons Properties,Miami,25.94172285381303,-80.3248395233088,Large,253654100.26,0.2752,48532846.9,21281717.65,0.0839,5,7,0.3469,2001,1012
CONST_2138,ModernSmith & Sons Works,Dallas,32.872643190970926,-96.68564729049575,Medium,40492397.09,0.2424,6084588.21,3731717.8,0.0922,9,22,0.1327,2017,163
CONST_2139,Jones Infrastructure,San Francisco,37.82975240609468,-122.50551707301747,Small,4412962.09,0.2721,536792.46,663986.63,0.1505,6,17,0.2313,1956,12
CONST_2140,Reliable Development Corp,New York,40.47632718269049,-73.87583743618696,Small,2298121.27,0.2108,396570.98,87859.01,0.0382,4,73,0.2782,2004,9
CONST_2141,Brown Works,Miami,25.657651490175418,-80.21385985211808,Small,4479960.28,0.1857,750312.74,81452.24,0.0182,8,10,0.2595,2023,14
CONST_2142,Quality Properties Associates,Boston,42.35173703151611,-71.075302544226,Medium,26140938.08,0.3096,5306738.92,2785984.3,0.1066,9,5,0.1831,2023,81
CONST_2143,ModernSmith & Associates Builders,Boston,42.348888688303994,-71.19052942239335,Medium,36918523.77,0.2574,4647095.28,4854332.01,0.1315,3,12,0.1978,1962,166
CONST_2144,EliteSmith & Associates Construction,New York,40.820032790074414,-73.99510817667553,Small,1873988.69,0.2644,416488.53,79000.13,0.0422,5,36,0.1506,2006,6
CONST_2145,Premier Development,Dallas,32.55190984113198,-96.78227693221646,Small,2826496.61,0.2683,495805.04,262462.86,0.0929,3,15,0.1842,1970,9
CONST_2146,Smith & Sons Building,Houston,29.831040660865323,-95.39445739131214,Large,196789630.95,0.2147,36331515.78,5915595.18,0.0301,6,3,0.3615,1982,837
CONST_2147,ABC Builders,Phoenix,33.43346383382194,-112.10666692203317,Small,9904034.59,0.2196,2122515.1,52451.52,0.0053,9,100,0.3032,1952,40
CONST_2148,Smith & Sons Construction,Chicago,41.87884663205938,-87.62519439571763,Small,2417577.74,0.2462,344633.43,250602.35,0.1037,3,25,0.1713,1987,7
CONST_2149,Smith & Sons Development,Boston,42.2927722373873,-70.9009976858093,Medium,22470601.25,0.2201,4184252.33,762379.02,0.0339,6,9,0.3325,1987,57
CONST_2150,AdvancedSmith & Sons Development,Miami,25.85309051216246,-80.33352564753412,Small,9341782.71,0.1863,2293144.81,-553023.51,-0.0592,6,15,0.3324,1980,39
CONST_2151,Smith & Sons Infrastructure,New York,40.504656283823344,-73.9507188020807,Small,7395284.48,0.2271,1752061.7,-72274.91,-0.0098,4,15,0.2827,1992,32
CONST_2152,Johnson Properties,Boston,42.34232833774076,-71.0780251154257,Small,4339442.05,0.2157,677780.96,258278.94,0.0595,5,7,0.3762,1999,10
CONST_2153,ProfessionalSmith & Sons Development,Chicago,41.79616249193749,-87.50239248435123,Small,7345542.46,0.2815,948819.12,1118931.38,0.1523,5,4,0.2598,1957,33
CONST_2154,ABC Building,Phoenix,33.396264761423346,-112.05999194857841,Medium,17169065.75,0.1722,3137887.27,-181151.16,-0.0106,8,10,0.2148,2016,44
CONST_2155,ABC Constructors,San Francisco,37.63216415628881,-122.43727674201482,Medium,46778764.17,0.2392,11250015.12,-59124.04,-0.0013,4,14,0.2053,1965,142
CONST_2156,Innovative Construction,Dallas,32.76775419507526,-96.80897109588237,Small,8507803.71,0.161,898918.48,471035.57,0.0554,5,16,0.3048,1971,27
CONST_2157,Reliable Infrastructure Solutions,Miami,25.844930988625414,-80.19652906457085,Medium,37511281.65,0.308,3891632.44,7660285.51,0.2042,5,19,0.3659,2019,126
CONST_2158,ABC Builders,Miami,25.756969335400438,-80.13833959415173,Medium,31744804.29,0.2824,4710590.1,4255625.38,0.1341,4,9,0.2596,1990,103
CONST_2159,Quality Constructors Enterprises,Seattle,47.71679025568295,-122.30044869224187,Medium,44804611.79,0.1813,11103041.2,-2980315.52,-0.0665,22,81,0.2439,2008,165
CONST_2160,ABC Properties,Houston,29.602806789897336,-95.48805022896843,Large,228681167.82,0.2839,27008841.71,37922336.59,0.1658,2,7,0.1621,1990,602
CONST_2161,Smith & Associates Infrastructure,Boston,42.24211251585618,-71.19041061348219,Small,1207175.65,0.322,188999.98,199654.31,0.1654,2,8,0.1726,2005,5
CONST_2162,ABC Builders,Los Angeles,33.92306202542166,-118.14118633821442,Large,57862946.76,0.3367,7681045.52,11800714.65,0.2039,7,44,0.2367,1955,189
CONST_2163,Innovative Constructors Partners,Boston,42.51359462740315,-71.00934949019047,Small,9415980.88,0.2751,1624760.08,965483.27,0.1025,7,29,0.2906,2011,23
CONST_2164,Williams Construction,Miami,25.789874201864105,-80.28346530316126,Small,7362276.17,0.1664,736410.38,489009.35,0.0664,5,74,0.2759,1995,27
CONST_2165,Reliable Development,Boston,42.3216632055968,-71.05411617315923,Small,6715692.13,0.182,1571223.55,-348958.13,-0.052,5,94,0.2893,1974,29
CONST_2166,Professional Works,Houston,29.707633601485433,-95.48095623424882,Small,6313020.93,0.2068,1432420.52,-126863.14,-0.0201,10,17,0.2101,1952,26
CONST_2167,ABC Constructors,Boston,42.350833070636284,-71.09037609383671,Small,9541393.38,0.1656,1970468.42,-390262.17,-0.0409,5,46,0.3258,2004,46
CONST_2168,Johnson Development,Seattle,47.587809541945546,-122.24921248517434,Medium,35649045.74,0.2899,6090655.65,4245419.14,0.1191,19,22,0.132,1965,104
CONST_2169,ABC Constructors,Phoenix,33.489050672341406,-112.14329546983282,Small,8377936.22,0.3,2084463.96,428549.52,0.0512,7,26,0.3756,2000,31
CONST_2170,ABC Works,Miami,25.67913670607477,-80.28791069094258,Medium,49643177.7,0.228,10854840.58,463395.45,0.0093,7,7,0.4763,2006,162
CONST_2171,Jones Works,Phoenix,33.45059759637324,-112.21470606538735,Small,7348266.62,0.1773,1298139.13,4832.58,0.0007,6,18,0.1363,2010,19
CONST_2172,Modern Properties,San Francisco,37.65754090651882,-122.40068002530049,Small,8691106.85,0.1794,1334923.95,223974.95,0.0258,8,11,0.1255,1954,22
CONST_2173,Brown Builders,Los Angeles,34.03373303097837,-118.19201474270811,Large,441946545.43,0.1921,45308475.83,39605126.88,0.0896,4,10,0.3667,1958,1428
CONST_2174,Smith & Sons Works,Miami,25.90969825300868,-80.23193457235229,Small,2003563.94,0.1741,381809.89,-33072.38,-0.0165,6,17,0.2885,1952,6
CONST_2175,AdvancedSmith & Associates Works,Chicago,41.698214061123316,-87.84345828850041,Medium,19278521.65,0.2459,3800105.77,941052.96,0.0488,26,5,0.3348,1998,96
CONST_2176,ABC Construction,New York,40.755875800514254,-74.04870472303318,Small,4487320.05,0.3297,476131.92,1003507.14,0.2236,5,43,0.1674,2022,19
CONST_2177,ABC Builders,San Francisco,37.959031302771734,-122.37489398140671,Small,2727614.36,0.2905,550293.27,242141.11,0.0888,13,31,0.2852,1958,8
CONST_2178,InnovativeSmith & Sons Development,Los Angeles,34.291931221103724,-118.06372645135994,Medium,15692918.09,0.185,1597702.3,1304924.04,0.0832,2,20,0.3971,1971,42
CONST_2179,Reliable Works,Seattle,47.78111848493948,-122.36343899617876,Small,9394698.93,0.1615,1106487.89,411086.82,0.0438,11,4,0.2616,1961,26
CONST_2180,StrategicSmith & Sons Works,Houston,29.826857788133555,-95.29399028086803,Small,6528422.56,0.2559,1622682.61,48132.11,0.0074,9,97,0.3817,2012,20
CONST_2181,Modern Properties Group,Chicago,41.99202905176592,-87.63044112173719,Medium,23412485.65,0.3042,2666988.09,4454795.22,0.1903,7,10,0.2445,2009,73
CONST_2182,Smith & Associates Development,Seattle,47.65450535716514,-122.41741209690758,Medium,19078385.13,0.1757,3288951.92,62270.96,0.0033,16,28,0.2134,1979,76
CONST_2183,Williams Development,Phoenix,33.4097223216238,-112.2636277021398,Small,6299786.34,0.2519,1324372.35,262398.69,0.0417,7,20,0.1736,1976,23
CONST_2184,Smith & Sons Development,Boston,42.27960636328292,-71.2388976570419,Small,2816236.74,0.3142,390353.11,494471.81,0.1756,12,14,0.1852,1970,9
CONST_2185,ABC Construction,Dallas,32.696343701741604,-96.665537799639,Medium,12830139.17,0.2184,2599875.05,202804.81,0.0158,23,66,0.3656,1951,59
CONST_2186,Jones Construction,Miami,25.718632487150497,-80.07750402630818,Small,7597343.92,0.1592,1646656.1,-437144.97,-0.0575,7,8,0.2859,2017,24
CONST_2187,Smith & Sons Construction,New York,40.52488361975157,-74.00198066796892,Small,9827951.46,0.1525,1701609.32,-203268.15,-0.0207,20,24,0.1805,2016,28
CONST_2188,Professional Construction Solutions,San Francisco,37.786035849569814,-122.49221768467966,Small,8893546.14,0.3158,1598845.34,1209490.75,0.136,9,4,0.2849,1985,31
CONST_2189,Miller Infrastructure,Boston,42.35078362197204,-71.18749280267586,Small,6830313.03,0.2768,756212.68,1134419.96,0.1661,16,15,0.4527,2022,27
CONST_2190,Quality Properties,Chicago,41.76934477295892,-87.66621042088885,Small,7377643.92,0.3211,890672.83,1478070.6,0.2003,8,11,0.2246,1980,29
CONST_2191,Strategic Infrastructure Enterprises,New York,40.67448878002337,-74.01324492853456,Small,3957897.34,0.2009,413227.71,381900.05,0.0965,10,5,0.2867,1965,11
CONST_2192,QualitySmith & Sons Infrastructure,Chicago,41.991684599036375,-87.61599308586254,Small,3087670.41,0.3339,489440.41,541610.6,0.1754,9,42,0.2024,1980,11
CONST_2193,Brown Properties,San Francisco,37.824562331196944,-122.32113497528876,Medium,17786376.18,0.2597,3867475.45,750985.22,0.0422,11,13,0.2641,1991,50
CONST_2194,EliteSmith & Associates Builders,Boston,42.4586401816907,-70.93978566272519,Medium,31799291.23,0.2109,6412662.07,294356.32,0.0093,6,28,0.3331,2014,82
CONST_2195,ABC Builders,Los Angeles,33.97757242861169,-118.09055439337114,Small,6164708.46,0.261,1143108.59,465738.28,0.0755,12,31,0.2647,1952,19
CONST_2196,Advanced Infrastructure LLC,Boston,42.30165895585715,-71.1411336748605,Small,7002455.16,0.1675,1731114.11,-558504.15,-0.0798,9,14,0.22,1978,29
CONST_2197,StrategicSmith & Associates Infrastructure,Dallas,32.652298998466385,-96.81083703402015,Small,6619652.23,0.2273,1369265.01,135458.95,0.0205,15,12,0.2151,1957,22
CONST_2198,Elite Development,Boston,42.61005383832971,-71.10353237924045,Small,2565139.71,0.2956,441351.71,316840.19,0.1235,5,27,0.2205,1955,12
CONST_2199,Professional Constructors Solutions,Los Angeles,34.00399700142848,-118.2313108027544,Medium,46458576.73,0.1613,5944981.96,1547687.87,0.0333,7,2,0.198,1974,208
CONST_2200,StrategicSmith & Associates Works,Boston,42.261427476571285,-71.03509476369938,Small,9961994.09,0.1511,1223606.8,281719.39,0.0283,8,7,0.2598,1965,27
CONST_2201,Smith & Sons Construction,Dallas,32.671792964040925,-96.87690710568339,Medium,40754958.19,0.3186,5151580.81,7832886.55,0.1922,5,27,0.2618,2018,177
CONST_2202,ModernSmith & Associates Builders,New York,40.60933209323925,-73.95056432015096,Small,7553664.45,0.2042,1111050.14,431119.29,0.0571,10,31,0.1718,1987,24
CONST_2203,Advanced Development,Miami,25.775713780361006,-80.12673039091088,Small,1027309.85,0.2922,189788.48,110390.33,0.1075,6,25,0.2978,1987,2
CONST_2204,ABC Works,San Francisco,37.766078687741285,-122.49988872083091,Medium,14302933.37,0.2327,3419179.56,-90773.28,-0.0063,5,49,0.3763,2015,50
CONST_2205,Smith & Sons Builders,Dallas,32.56000937661236,-96.72215561105865,Medium,40005921.41,0.3375,8226787.22,5273839.7,0.1318,8,23,0.2851,1959,101
CONST_2206,Smith & Associates Infrastructure,Seattle,47.66386880217816,-122.2770953365683,Small,8708299.24,0.1891,2097972.23,-451550.85,-0.0519,6,3,0.3337,2017,25
CONST_2207,ABC Constructors,Boston,42.36973673006292,-71.276518314092,Small,1123121.56,0.2314,151697.83,108184.07,0.0963,9,11,0.2113,2010,3
CONST_2208,Premier Properties Inc,Houston,29.73470642693222,-95.55609709206192,Small,3028623.91,0.3023,542269.62,373216.58,0.1232,8,24,0.2751,1992,10
CONST_2209,Quality Properties,Boston,42.32503759894483,-71.19133782191004,Small,1901995.16,0.1797,237746.02,104072.37,0.0547,15,53,0.4419,2012,8
CONST_2210,Quality Development,Los Angeles,34.04599869074717,-118.24048984494847,Small,2695702.57,0.3135,283129.89,561953.75,0.2085,14,27,0.2112,1982,9
CONST_2211,Smith & Sons Builders,Phoenix,33.498068561930445,-112.14071987984941,Medium,28429014.22,0.1752,4716439.74,264670.62,0.0093,7,8,0.1353,2004,80
CONST_2212,Quality Constructors Enterprises,New York,40.71338452543333,-73.81112387000768,Small,2412577.73,0.3059,382503.31,355579.43,0.1474,8,17,0.2575,2007,6
CONST_2213,Reliable Building LLC,Houston,29.831909366218408,-95.43254562032749,Small,1427490.18,0.2958,164349.64,257863.8,0.1806,5,10,0.4606,2011,5
CONST_2214,Johnson Building,Miami,25.764612908320892,-80.2468155542544,Small,5815928.46,0.1527,1262316.09,-374287.84,-0.0644,5,42,0.3022,1951,18
CONST_2215,Professional Builders,Houston,29.612920397321822,-95.45635628263963,Small,5429050.81,0.2599,737875.68,673285.12,0.124,7,3,0.2678,1975,23
CONST_2216,Innovative Properties,Los Angeles,34.03123815059733,-117.9238019790322,Large,108474349.82,0.239,18061307.92,7859860.34,0.0725,5,32,0.1629,1958,364
CONST_2217,Modern Properties Solutions,Los Angeles,34.09855583208296,-118.27626330714264,Small,1540584.91,0.1768,271894.96,419.26,0.0003,8,19,0.099,1987,4
CONST_2218,ABC Constructors,Phoenix,33.56738491856992,-112.24065562906058,Medium,27332699.97,0.2234,3082819.6,3022049.82,0.1106,7,16,0.1842,1997,91
CONST_2219,Premier Building LLC,New York,40.71485289017653,-74.00360124738245,Small,8631799.46,0.2089,910606.36,892929.44,0.1034,4,14,0.1861,2018,36
CONST_2220,Professional Construction,Miami,25.792340521392678,-80.3100735350596,Small,2332430.89,0.2548,440342.46,153886.43,0.066,5,11,0.1332,1993,9
CONST_2221,Strategic Properties,Miami,25.858514035302264,-80.17652526066864,Small,6992239.8,0.33,1273427.4,1034349.48,0.1479,7,13,0.323,2020,21
CONST_2222,ABC Works,Houston,29.825866822507194,-95.46496528236172,Small,5545891.56,0.2988,743553.0,913342.56,0.1647,3,21,0.0682,1999,15
CONST_2223,Williams Works,Chicago,41.95746201657023,-87.79167427105128,Small,8328978.21,0.3139,1403989.0,1210742.36,0.1454,7,26,0.417,1958,32
CONST_2224,Premier Infrastructure,San Francisco,37.66222910416516,-122.3945652315998,Medium,20346146.59,0.195,2099339.98,1868673.89,0.0918,12,8,0.2716,1991,55
CONST_2225,UnitedSmith & Sons Builders,Dallas,32.82461659281993,-96.71943857009292,Medium,35613697.26,0.2213,5573868.14,2307671.89,0.0648,7,20,0.3858,1953,171
CONST_2226,Advanced Construction,Seattle,47.746580473284034,-122.38127234642572,Small,3486942.36,0.2108,558147.98,177040.87,0.0508,6,18,0.2418,1998,12
CONST_2227,Williams Development,Chicago,41.849600655824915,-87.56965226724334,Small,6017095.47,0.2277,835866.07,534404.34,0.0888,4,50,0.1364,1957,28
CONST_2228,Reliable Builders Partners,New York,40.68057718272186,-73.9781554662581,Large,449972081.26,0.2512,78296765.97,34744067.71,0.0772,6,89,0.2486,1984,1671
CONST_2229,ABC Works,Los Angeles,33.95559464591271,-118.2278195684212,Medium,17272659.13,0.206,2186514.86,1371611.69,0.0794,9,9,0.2657,1999,73
CONST_2230,ABC Works,San Francisco,37.598704378188216,-122.36537500196403,Small,9085839.89,0.2753,1579843.07,921100.75,0.1014,9,31,0.2818,2014,37
CONST_2231,QualitySmith & Sons Works,San Francisco,37.73347573440981,-122.4716872813374,Medium,11685793.99,0.2107,2349963.76,112680.89,0.0096,8,34,0.1277,1999,39
CONST_2232,United Properties,Phoenix,33.5876734118755,-112.10958291274035,Small,5290186.07,0.1711,613527.02,291688.17,0.0551,4,25,0.2045,1975,13
CONST_2233,Smith & Sons Builders,Boston,42.267286810615026,-70.9037900200803,Medium,23315250.44,0.193,4331159.85,168743.98,0.0072,3,99,0.1408,1959,71
CONST_2234,Williams Construction,San Francisco,37.76677879902489,-122.5494479621034,Small,3563665.63,0.3332,454410.94,733007.38,0.2057,8,11,0.3708,1966,10
CONST_2235,Advanced Properties Inc,Boston,42.3670448562988,-71.20263958599764,Medium,45565619.76,0.2452,10896875.2,277982.63,0.0061,5,13,0.221,1976,138
CONST_2236,Reliable Properties Associates,Boston,42.456557649467,-71.17572087362052,Medium,39539899.17,0.2451,5945919.5,3747284.35,0.0948,7,28,0.2608,1989,121
CONST_2237,Quality Infrastructure Enterprises,Dallas,32.70416649432859,-96.93525319591271,Small,4842921.99,0.3211,934474.25,620586.38,0.1281,8,9,0.3168,2007,21
CONST_2238,Modern Works Partners,Los Angeles,34.04064571627248,-118.19615157322862,Medium,37525024.14,0.2906,6748991.79,4155301.61,0.1107,8,27,0.1927,2007,138
CONST_2239,Smith & Sons Constructors,Boston,42.41179546855254,-70.93058354272186,Medium,16980328.54,0.302,4189684.92,937644.55,0.0552,2,12,0.1323,1961,43
CONST_2240,Elite Builders,New York,40.613717235014015,-74.00759586298645,Small,5275251.11,0.2912,1236029.54,300045.79,0.0569,11,4,0.1528,2001,13
CONST_2241,Modern Works,Phoenix,33.462882385479936,-112.10471425092379,Medium,43661192.34,0.2011,8442553.68,339699.72,0.0078,15,22,0.1562,1989,126
CONST_2242,Modern Building,Phoenix,33.52107824785602,-112.12332717211301,Small,2422488.72,0.2611,545660.95,86834.81,0.0358,8,50,0.2064,1988,8
CONST_2243,Strategic Builders,Houston,29.68641785321606,-95.18423162621748,Medium,45656733.73,0.3493,11030011.33,4919522.56,0.1078,7,13,0.3043,2010,166
CONST_2244,Innovative Development,Chicago,41.919671332369795,-87.68197659458558,Small,1144291.1,0.1667,201117.4,-10353.6,-0.009,5,16,0.2443,1956,4
CONST_2245,Innovative Works,Los Angeles,34.168953887362555,-118.19227918473513,Medium,43730219.01,0.1887,5186009.64,3065170.75,0.0701,16,13,0.1203,2018,156
CONST_2246,ABC Building,San Francisco,37.79444867140282,-122.25215057053038,Small,6479665.63,0.1977,730075.57,551163.59,0.0851,4,17,0.3709,1990,22
CONST_2247,Brown Constructors,Los Angeles,34.00031897178251,-118.21826195203737,Medium,37624448.33,0.1723,6520834.66,-38374.09,-0.001,5,32,0.3028,2005,141
CONST_2248,Modern Properties,New York,40.66925830754476,-73.97443729862128,Large,493723575.13,0.2171,93148863.35,14031676.99,0.0284,9,24,0.2934,1957,1490
CONST_2249,ABC Infrastructure,Houston,29.805542381879622,-95.33697644338397,Small,8031593.27,0.2525,1594886.01,433103.04,0.0539,13,14,0.3897,1983,33
CONST_2250,Innovative Development,San Francisco,37.695733549401965,-122.32879344836812,Medium,26823353.66,0.1654,5709926.42,-1274395.33,-0.0475,7,23,0.1874,1989,109
CONST_2251,ReliableSmith & Sons Builders,Los Angeles,34.053098472461976,-118.26963765066071,Medium,25510332.41,0.3302,3859081.6,4563932.65,0.1789,4,21,0.3458,2005,103
CONST_2252,Strategic Infrastructure,Los Angeles,34.04884598139899,-118.1971766433262,Small,1988259.62,0.2367,327302.72,143368.8,0.0721,7,83,0.2115,1980,5
CONST_2253,Reliable Infrastructure Partners,New York,40.497361629365926,-74.08993519582927,Small,5535328.18,0.3309,630059.56,1201791.06,0.2171,5,56,0.1849,1973,22
CONST_2254,Elite Works,Chicago,41.90430834147002,-87.55206871127142,Small,3621820.52,0.1794,902536.62,-252695.33,-0.0698,8,82,0.212,1998,17
CONST_2255,United Works Associates,Miami,25.728815248158263,-80.22074161579197,Small,4811449.71,0.3196,1086227.06,451360.03,0.0938,7,48,0.3168,2008,20
CONST_2256,ProfessionalSmith & Associates Properties,Los Angeles,34.19268045519355,-118.36050241918318,Small,4901811.35,0.2613,589835.03,690984.61,0.141,17,87,0.3002,1962,12
CONST_2257,ABC Constructors,Chicago,41.86864113520472,-87.39906957350763,Small,3157182.24,0.3392,387097.65,683687.13,0.2165,14,18,0.2588,1985,12
CONST_2258,United Infrastructure,Los Angeles,34.19507244671266,-118.19678796451353,Medium,49454327.22,0.3133,10359560.69,5136197.7,0.1039,7,30,0.2317,1994,153
CONST_2259,Smith & Sons Construction,Dallas,32.69111184936224,-96.64686374951798,Medium,10232828.4,0.2498,1685088.03,870762.56,0.0851,10,23,0.1894,1971,35
CONST_2260,ABC Works,Chicago,41.884679460796804,-87.48818431934376,Small,4962401.94,0.3278,681675.75,945208.82,0.1905,8,6,0.2348,2007,13
CONST_2261,Elite Constructors Corp,San Francisco,37.84011026185672,-122.3787193812369,Small,5439613.28,0.2761,1091590.88,410428.44,0.0755,16,11,0.134,1980,13
CONST_2262,Modern Builders Solutions,Chicago,41.9032823772639,-87.3974573719089,Small,3826764.55,0.216,620462.53,206164.38,0.0539,7,16,0.1587,1995,12
CONST_2263,Advanced Works,Phoenix,33.346678482587606,-112.15987658325831,Medium,39742765.2,0.2481,4671358.95,5189165.34,0.1306,5,29,0.4441,2012,185
CONST_2264,ABC Builders,Houston,29.69643139248579,-95.38966432153677,Medium,37786101.03,0.2251,7699467.21,808002.02,0.0214,3,36,0.2741,1967,154
CONST_2265,Quality Constructors,Chicago,41.90707150232362,-87.75021510759227,Medium,17186291.82,0.2299,2472385.97,1478429.73,0.086,5,4,0.3336,1960,57
CONST_2266,Modern Building Partners,Seattle,47.54912204410222,-122.34606153662425,Medium,14260545.36,0.2485,1460507.54,2083178.9,0.1461,8,32,0.1712,1986,48
CONST_2267,UnitedSmith & Associates Development,Chicago,41.9282744616711,-87.69342803497253,Small,2774194.5,0.3355,457603.35,473046.16,0.1705,5,15,0.3648,2016,9
CONST_2268,ABC Infrastructure,Los Angeles,34.11676526055616,-118.31048758512966,Small,3368841.84,0.1857,690607.36,-65179.81,-0.0193,9,8,0.1629,2011,14
CONST_2269,Modern Builders,Boston,42.30832677912112,-70.88158399004128,Small,2418828.97,0.2885,539677.23,158259.01,0.0654,7,6,0.3003,1972,6
CONST_2270,Elite Constructors,Houston,29.808394548019695,-95.33842402266687,Large,349250446.22,0.1852,74662379.86,-9982833.97,-0.0286,5,15,0.399,1977,1184
CONST_2271,Johnson Development,New York,40.694784103335344,-74.04615669635857,Small,7622938.83,0.2727,853715.05,1225404.53,0.1608,3,14,0.1359,1960,23
CONST_2272,ABC Development,Phoenix,33.38977644256003,-112.0621013578605,Large,136770717.77,0.3319,26110513.73,19278294.11,0.141,6,64,0.283,1982,589
CONST_2273,StrategicSmith & Sons Properties,Miami,25.754898251209422,-80.08036442218095,Medium,14943123.83,0.2269,2243578.5,1147596.31,0.0768,5,15,0.4163,1999,39
CONST_2274,Modern Works Group,Los Angeles,34.067256071001566,-118.13848556163086,Small,1938016.78,0.2052,276182.73,121551.37,0.0627,3,50,0.1542,1979,6
CONST_2275,Modern Construction Solutions,Phoenix,33.32713397519444,-111.92316303000905,Large,125887058.46,0.2873,30772747.35,5398567.12,0.0429,7,18,0.1369,2023,366
CONST_2276,United Development Associates,Phoenix,33.64707104155026,-111.77783400514066,Medium,19116989.01,0.3206,4061390.89,2066766.34,0.1081,13,24,0.274,1996,77
CONST_2277,Professional Works Corp,Chicago,41.810910375475856,-87.70252505557323,Small,6585870.13,0.333,674231.1,1519056.3,0.2307,4,10,0.311,1984,30
